ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,OperatingSystems,Browser,Region,TrafficType,Weekend,Revenue,Month_Aug,Month_Dec,Month_Feb,Month_Jul,Month_June,Month_Mar,Month_May,Month_Nov,Month_Oct,Month_Sep,Quarter_Q1,Quarter_Q2,Quarter_Q3,Quarter_Q4,VisitorType_New_Visitor,VisitorType_Other,VisitorType_Returning_Visitor
-0.5336067858922724,-0.5531898795567253,-0.4576829964936493,-0.7148836768091194,2,2,5,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.66851798144781,-0.6243475187901789,3.667188794132383,3.229315594758881,3,3,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.6460327821885538,-0.5694768790030287,-0.4576829964936493,-0.2004229031514858,3,2,1,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.66851798144781,-0.6165088559634432,-0.4576829964936493,1.171472500128347,2,4,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,2,2,4,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.6010623836700413,-0.5428254253921272,-0.4576829964936493,-0.0632333566499732,1,1,9,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.0060379963298781,-0.0309897751230835,-0.3987562536812262,-0.6903855280714546,2,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.6235475829292975,-0.5846316271347178,0.5735349511628588,1.171472500128347,1,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.6235475829292975,-0.5914251349178887,-0.4576829964936493,0.1425509528130801,2,6,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.2983455867002097,0.2027620538108872,0.4390282650282305,0.159451112698319,3,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.66851798144781,-0.6060573055277955,-0.4576829964936493,1.171472500128347,1,1,6,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.6460327821885538,-0.583586472091153,-0.4576829964936493,0.485524808777646,1,2,6,6,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.5336067858922724,-0.5148675279767697,-0.4576829964936493,-0.3719098208445533,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.4886363873737598,-0.5283674472720621,0.3672913616315571,0.7599038812022403,1,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.3986955903367347,-0.4255067717519823,-0.1630493030558925,-0.298415415788421,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.4557419815150036,0.4658761032570788,-0.1403851743779387,-0.4675467616479268,2,2,7,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.5336067858922724,-0.4215874403386144,0.0579259773346046,0.2711661462274884,3,2,1,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.6010623836700413,-0.4686194172990289,-0.4576829964936493,-0.298415415788421,2,2,8,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.5560919851515287,-0.5914251349178887,0.1315844110062233,0.5835173214145811,2,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.5111215866330161,-0.3724651532910705,-0.4576829964936493,-0.4290721336017195,2,5,1,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.320830785959466,1.5100649438354252,-0.4576829964936493,-0.8494349449927298,2,2,8,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.6460327821885538,-0.6128508133109665,-0.4576829964936493,0.485524808777646,1,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.3762103910774785,-0.4622613907665907,-0.4576829964936493,-0.7491810480006742,1,1,4,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.66851798144781,-0.6065798830495779,-0.4576829964936493,0.1425509528130801,3,2,2,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.6235475829292975,-0.5783606968733292,-0.4576829964936493,0.1425509528130801,4,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.2188139962626845,-0.2991736558610913,-0.3951849396849022,-0.761652832438423,2,5,1,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.3986955903367347,-0.508126277945777,-0.1041225602434692,0.2895397423469137,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.6460327821885538,-0.5825413170475883,0.9172742739231476,1.857420191479048,3,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.4661511881145035,-0.20585002011354,-0.4576829964936493,-0.8115399290325561,3,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,2,2,3,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,1,1,3,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.4436659888552473,-0.4857773792467978,-0.2285234548615763,-0.3490448998573731,3,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.66851798144781,-0.6091927706584898,-0.4576829964936493,1.171472500128347,2,4,4,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.6235475829292975,-0.5407351153049976,-0.4576829964936493,0.6570117264707135,4,2,2,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.6235475829292975,-0.5534511683176164,0.5735349511628588,-0.3719098208445533,3,3,1,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,2,4,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,3,2,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.0959787933669032,-0.1024275737052865,-0.4576829964936493,-0.5831172259501795,2,2,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.6235475829292975,-0.5699994565248111,-0.4576829964936493,0.1425509528130801,2,6,6,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.3537251918182222,-0.4248867293940251,-0.2150434769716052,0.0719386804815635,2,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.578577184410785,-0.5360319176089562,-0.4576829964936493,-0.5433967385376208,1,1,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.5336067858922724,-0.4148984480598,0.5735349511628588,1.6001898046502314,1,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.2308899889224409,0.1875202092513752,-0.2720637659154779,-0.4816614456987049,1,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.3986955903367347,-0.2551464996509255,-0.4576829964936493,-0.739381804968353,2,2,5,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,2,2,4,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.1063879999664031,-0.207156463917996,-0.4576829964936493,-0.6261835398718668,2,2,3,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1.3101795533667422,3.008596896482545,-0.4133295288393027,-0.5774259110386526,4,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,2,2,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.3087547932997097,-0.1529825941424697,-0.4576829964936493,-0.7339377810615081,2,7,2,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,3,2,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,2,6,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.2637843947811971,-0.5212023288125411,0.0579259773346046,0.1939970301788433,2,6,6,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.66851798144781,-0.6018766853535364,-0.4576829964936493,1.171472500128347,2,2,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.5336067858922724,-0.401381109478943,-0.4576829964936493,-0.6291402076733701,2,4,3,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.6460327821885538,-0.5537995533495572,-0.4576829964936493,0.485524808777646,2,4,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.3537251918182222,-0.3168977434922963,-0.4576829964936493,-0.3719098208445533,2,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.0959787933669032,0.4789921771865656,-0.3680118724038972,-0.5881324570913964,2,6,1,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.66851798144781,-0.5846316271347178,-0.4576829964936493,0.1425509528130801,3,2,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,1,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,1,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.5560919851515287,-0.5156513942594433,-0.4576829964936493,-0.298415415788421,4,1,1,5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.6235475829292975,-0.4832515879089356,-0.4576829964936493,-0.5433967385376208,1,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.578577184410785,-0.6037057066797747,-0.4576829964936493,-0.47480197557608,2,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.4436659888552473,-0.4283809481217854,-0.1139436737333603,0.3140378705061475,3,2,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,2,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,1,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.5560919851515287,-0.5459608905228215,0.7208517978817371,0.8774949210606795,2,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.6460327821885538,-0.5522318207842101,-0.4576829964936493,0.485524808777646,1,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.5560919851515287,-0.4479776051886248,0.1315844110062233,-0.3964079490037872,4,1,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.2862695940404534,-0.3003320360517948,-0.4576829964936493,-0.7239092943084451,1,1,4,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.3762103910774785,-0.5361123141748879,-0.4576829964936493,-0.6442714044776028,1,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,1,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.66851798144781,-0.597173487657495,-0.4576829964936493,1.171472500128347,1,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.421180789595991,-0.285064062772967,-0.4576829964936493,-0.5697793570891935,2,2,1,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
-0.1063879999664031,-0.1407891186516334,-0.3812964757415054,-0.3528557165921647,4,1,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.66851798144781,-0.6071024605713603,-0.4576829964936493,1.171472500128347,1,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.578577184410785,0.1942701690819234,0.5735349511628588,0.485524808777646,1,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.6235475829292975,-0.5694768790030287,-0.4576829964936493,-0.3719098208445533,1,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.5560919851515287,-0.5982186427010597,0.3280068664232749,0.7795023878453134,2,4,1,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.3537251918182222,-0.287703079257968,-0.3717481606474874,-0.2347202743430407,3,2,3,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.1409491918854158,0.7527371538930668,-0.4576829964936493,-0.7022477999630046,2,4,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.2862695940404534,-0.3071429630682726,-0.4576829964936493,-0.3310796003863533,1,1,7,4,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.578577184410785,-0.4074778472504901,-0.4576829964936493,-0.2004229031514858,1,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.0959787933669032,0.4644589226628695,-0.4576829964936493,-0.608350847809865,2,2,4,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.3312399925589659,-0.4771548501373885,-0.3120992765306793,-0.5232218094653107,1,1,3,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.66851798144781,-0.6102379257020546,2.635970846475875,2.2003940474436137,1,1,7,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.5111215866330161,-0.5119933516069666,0.4589551700346427,0.6379576222183249,4,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.4436659888552473,-0.5396899602614329,0.5735349511628588,0.485524808777646,1,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.66851798144781,-0.5647736813069872,0.5735349511628588,0.485524808777646,3,3,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2.1646171252184807,2.021051598985255,-0.44005533627205,-0.517636596943743,2,5,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.6235475829292975,-0.4921354057792361,-0.4576829964936493,-0.5433967385376208,2,2,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.6235475829292975,-0.6243475187901789,3.667188794132383,3.229315594758881,2,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,1,1,2,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.1513583984849157,-0.3962424305321689,-0.292688124868608,-0.3924882517908586,2,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.0389324021886343,-0.0778185274336295,-0.1915622318162874,-0.1561682054210803,1,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.4436659888552473,-0.4582549631344308,-0.4576829964936493,-0.7720459689878546,1,1,1,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.2412991955219408,-0.0252994864945001,-0.4576829964936493,-0.6196131555471757,3,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.4661511881145035,-0.3228202887217441,-0.0826946556411662,-0.3251406652152496,2,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.5336067858922724,-0.5747026542208525,-0.4576829964936493,0.6570117264707135,4,1,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.578577184410785,-0.4667903959727905,-0.4576829964936493,1.4001217305785807,2,4,9,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.578577184410785,-0.4973611809970599,-0.4576829964936493,-0.2004229031514858,2,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.6235475829292975,-0.5535382645886661,-0.4576829964936493,0.1425509528130801,2,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.3986955903367347,-0.3931940616725242,-0.4576829964936493,-0.1789870307229407,1,1,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.6460327821885538,-0.6029218403971012,-0.4576829964936493,0.485524808777646,1,1,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.4661511881145035,-0.471284562660119,0.1197990541939951,1.5732418760221325,2,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,1,1,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.5111215866330161,0.022777645509479,-0.4576829964936493,-0.0479900691323762,2,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.4886363873737598,-0.5065237068615585,-0.4576829964936493,0.1425509528130801,1,1,8,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.4332567822557474,0.3545534048121357,-0.4576829964936493,-0.7310616778171596,2,2,9,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.6460327821885538,-0.6175540110070079,2.2922315237155857,2.5433679034081798,2,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.66851798144781,-0.50833530895449,-0.4576829964936493,1.171472500128347,2,6,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.3537251918182222,-0.5120804478780162,-0.4576829964936493,-0.4290721336017195,2,2,1,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,3,2,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.578577184410785,0.4297784390727097,-0.4576829964936493,-0.6577213640519531,2,2,4,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.1288731992256594,-0.3896956954560045,-0.4576829964936493,-0.5052885300328435,1,1,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.578577184410785,-0.5416931740775128,-0.4576829964936493,-0.2004229031514858,3,2,4,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.5111215866330161,-0.4656581446581761,-0.3431032153654333,0.0663345358035252,2,4,5,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.6460327821885538,-0.6112830807456193,-0.4576829964936493,0.485524808777646,2,4,1,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.66851798144781,-0.6023992628753189,0.5735349511628588,2.2003940474436137,2,2,1,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.3986955903367347,-0.0999845236341806,-0.4576829964936493,-0.5151518337207004,1,1,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,2,2,7,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.5111215866330161,-0.4819451441044796,-0.4576829964936493,-0.642478076534356,1,1,6,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.5336067858922724,-0.4445808512970393,-0.4576829964936493,-0.7339377810615081,2,4,2,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,2,2,2,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.4886363873737598,-0.1791114702315889,-0.4576829964936493,-0.699293951406541,2,2,3,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.6460327821885538,-0.2167370517999204,0.9172742739231476,0.485524808777646,2,4,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.6460327821885538,-0.0819120511800657,-0.4576829964936493,-0.2004229031514858,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.6235475829292975,-0.3249105988088736,-0.4576829964936493,0.1425509528130801,2,2,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.0839028007071469,0.0190673451048241,-0.3103661497747709,-0.2616682235495703,1,1,4,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.4661511881145035,-0.4588646368750051,-0.4576829964936493,-0.3251406652152496,2,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.2637843947811971,-0.1677524598010037,-0.3030003043451731,-0.3067447826551095,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,2,2,3,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.6235475829292975,-0.6159862784416608,1.604752898819367,2.2003940474436137,2,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.2862695940404534,-0.3029623428940136,-0.4576829964936493,-0.3448329477681452,2,2,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.5111215866330161,-0.4875628524636402,-0.4576829964936493,-0.3376124290745674,2,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.2412991955219408,-0.3025008458529674,0.2297956284025696,0.1411271311759052,3,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,3,3,3,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.578577184410785,-0.5629446599807489,-0.4576829964936493,-0.2004229031514858,1,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,1,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,3,2,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.1963287970034282,-0.3621877953452644,-0.2783407483141452,-0.4986610199838454,1,1,4,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
